Price,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,,,,,,,,,,,
2019-01-02,37.70860290527344,37.930672942698,36.8274932396463,36.985090860587775,148158800,76.95649719238281,77.66799926757812,73.04650115966797,73.26000213623047,159662000,95.310546875,95.9043500902105,93.25578999574356,93.8307453971234,35329300
2019-01-03,33.952545166015625,34.79544861163196,33.90717582666171,34.37996500461738,365248800,75.01399993896484,76.9000015258789,74.85549926757812,76.00050354003906,139512000,91.80424499511719,94.43395673611361,91.61573094010839,94.34912361359068,42579100
2019-01-04,35.40195083618164,35.471199916377195,34.33698116079705,34.51129165462193,234428400,78.76950073242188,79.69999694824219,75.91549682617188,76.5,183652000,96.07400512695312,96.62068518899136,93.24635856050625,93.9909730192665,44060600
2019-01-07,35.32314682006836,35.53805358073323,34.838417904527745,35.50701064292293,219111200,81.47550201416016,81.72799682617188,79.45950317382812,80.1155014038086,159864000,96.196533203125,97.33701644719328,95.1785859116846,95.80066441250501,35656100
2019-01-08,35.99653244018555,36.252031964944926,35.46404744152661,35.71238012518734,164101200,82.8290023803711,83.83049774169922,80.83049774169922,83.2344970703125,177628000,96.89403533935547,97.9968158895826,95.86665324022275,97.12024507479435,31514400
2019-01-09,36.60780715942383,36.899122599597206,35.72908780407582,36.12546466353278,180396400,82.97100067138672,83.38999938964844,82.06999969482422,82.64900207519531,126976000,98.27955627441406,98.85451159466496,97.30873219988182,97.89311502125646,32280800
2019-01-10,36.724815368652344,36.765408029534306,36.02279297137257,36.414396830894425,143122800,82.81099700927734,83.1624984741211,81.08100128173828,82.05049896240234,130154000,97.64807891845703,97.7894627124015,96.49816794129045,97.28991287273239,30067600
2019-01-11,36.364253997802734,36.700938833098775,36.17800358754081,36.505138707955666,108092800,82.02799987792969,83.0145034790039,81.81099700927734,82.02749633789062,93724000,96.89403533935547,97.49726609457772,95.8006751010915,97.26162885609784,28314200
2019-01-14,35.817440032958984,36.12069537876213,35.63118963627067,36.02040698389445,129756800,80.8604965209961,82.41000366210938,79.75749969482422,80.75,120118000,96.1871109008789,96.9600006532167,95.44249646284617,96.04572713827679,28437100
2019-01-15,36.550506591796875,36.62691523841069,35.82938108852284,35.881913627117946,114843600,83.72799682617188,83.75800323486328,81.30049896240234,81.5999984741211,119970000,98.97704315185547,99.01474596360408,96.02686105444207,96.62067135063764,31587600
2019-01-16,36.997032165527344,37.221488729438484,36.533792643164155,36.55289571706498,122278800,84.18900299072266,85.25,83.79399871826172,84.21099853515625,127338000,99.32581329345703,100.15526103463858,98.92994443029949,99.21271201317109,29853900
2019-01-17,37.21671676635742,37.64652687474645,36.59587953829113,36.82033613064647,119284800,84.66100311279297,85.00849914550781,83.875,84.0,84178000,100.02330780029297,100.50400263833897,98.74144051667983,98.96765027523551,28393000
2019-01-18,37.44594192504883,37.699051255274355,37.245361488902034,37.608312573292196,135004000,84.80999755859375,85.80999755859375,84.5770034790039,85.5999984741211,120410000,101.5219497680664,101.70103637540291,99.82536591879352,101.28631252307756,37427600
2019-01-22,36.60541534423828,37.42443885386129,36.443041095139804,37.34803022875539,121576000,81.6084976196289,84.09349822998047,80.51000213623047,84.05000305175781,128336000,99.60855102539062,100.94696850891539,98.8356613470519,100.61707788847988,32371300
2019-01-23,36.75346374511719,37.04477917629914,36.223365412542684,36.80838279224685,92522400,82.0009994506836,82.87149810791016,80.5999984741211,82.80000305175781,104504000,100.57939147949219,100.89043433994918,99.28809690767446,100.02329108450303,25874300
2019-01-24,36.462154388427734,36.8871877322328,36.23292480528311,36.79883920993108,101766000,82.74649810791016,82.86299896240234,81.58899688720703,82.05349731445312,81798000,100.09869384765625,100.85273587078477,99.28810118967027,100.72077959539894,23164800
2019-01-25,37.67038345336914,37.75873559098384,36.84897345871901,37.12595881290299,134142000,83.52850341796875,84.17400360107422,83.08049774169922,83.5250015258789,98918000,101.01297760009766,101.68218654701643,100.0987038924086,101.07895574441139,31225600
2019-01-28,37.3217658996582,37.3289290947723,36.691379224853904,37.19998429564318,104768400,81.89450073242188,82.25,80.70449829101562,82.17949676513672,96754000,99.04302978515625,100.36259954544064,98.64716101439393,100.15523765854324,29476700
2019-01-29,36.934940338134766,37.75874432744338,36.798835968295656,37.30983127165065,166348800,79.69400024414062,81.61900329589844,79.53600311279297,81.5634994506836,92656000,97.02597045898438,98.93934326761574,96.30020389573204,98.85451014090222,31490500
2019-01-30,39.45886993408203,39.67377306329743,38.26017888624196,38.981304186014476,244439200,83.52149963378906,83.84750366210938,80.98400115966797,81.1500015258789,115676000,100.26834106445312,100.26834106445312,98.3361202945989,98.60946031582328,49471900
2019-01-31,39.743038177490234,40.354321998765656,39.29412502719279,39.66423936003128,162958400,85.9365005493164,86.82050323486328,83.9540023803711,84.64250183105469,218206000,98.43036651611328,99.17498089355446,97.25218057542968,97.83656339079621,55636400
2019-02-01,39.76212692260742,40.349530777734046,39.62124225175069,39.86719197468865,130672400,81.3115005493164,83.65299987792969,81.10050201416016,81.94400024414062,230124000,96.8751449584961,98.11930883570977,96.46984876866492,97.81769356823601,35535700
2019-02-04,40.891571044921875,40.98947290698216,39.9436026538865,39.97464559637826,125982000,81.66549682617188,82.48149871826172,80.67500305175781,81.1500015258789,98582000,99.66512298583984,99.72168081222021,96.8657514811153,96.96001212805668,31315100
2019-02-05,41.59120178222656,41.80610856806221,41.15423230245664,41.276010263953765,144406400,82.94049835205078,83.26300048828125,82.125,82.16699981689453,89062000,101.06009674072266,101.1072198722569,99.87248308346426,99.96673653761039,27325400
2019-02-06,41.605533599853516,41.92311529249174,41.27362551625291,41.70343181927571,112958400,82.01300048828125,83.61299896240234,81.66699981689453,83.5374984741211,78798000,99.93846893310547,100.85274261014376,99.46719443492724,100.85274261014376,20609800
2019-02-07,40.81755065917969,41.533899379365955,40.67427945772723,41.16617166262239,126966800,80.71849822998047,81.2770004272461,79.64550018310547,81.25,92532000,99.22212982177734,99.52374521339206,98.298435831054,99.1467313671823,29760700
2019-02-08,40.865509033203125,40.92546077922009,40.38829181760898,40.524983554926465,95280000,79.41100311279297,79.42949676513672,78.33799743652344,79.30000305175781,113150000,99.5991439819336,99.70282493980577,98.27015372632866,98.39268249877863,21461100
2019-02-11,40.63050079345703,41.057360646571766,40.58733728715776,41.01899064597376,83973600,79.55000305175781,80.4645004272461,79.30000305175781,80.04900360107422,66346000,99.20326232910156,100.45685397322796,98.93934981267006,100.09868082286228,18914100
2019-02-12,40.980621337890625,41.007000256351944,40.695250399763104,40.791175402879134,89134000,81.90049743652344,81.97000122070312,79.94400024414062,80.19999694824219,97172000,100.74906158447266,100.98469883341961,99.42007123977248,100.0421498376318,25056600
2019-02-13,40.81035232543945,41.361909141349344,40.74800382453859,41.10052039709488,89960800,82.0,82.81900024414062,81.85549926757812,82.3499984741211,71206000,100.67365264892578,101.5879262955339,100.57939919064285,101.32401373591051,18394900
2019-02-14,40.959049224853516,41.06935843044438,40.61852361676317,40.69766039077344,87342800,81.13249969482422,81.8949966430664,80.3030014038086,81.2249984741211,82410000,100.75847625732422,101.12606974358577,99.58971766487922,100.20236868126365,21784700
2019-02-15,40.8679084777832,41.17486114487642,40.70723822697382,41.06694872677035,98507200,80.39749908447266,81.44550323486328,80.2249984741211,81.39299774169922,86878000,102.00264739990234,102.0780530409333,101.19205473651388,101.71045952975454,26606900
2019-02-19,40.99021911621094,41.11252305899545,40.64490002261001,40.697657868680714,75891200,81.37899780273438,81.69999694824219,80.02799987792969,80.05000305175781,73634000,101.95552062988281,102.41737480398585,101.58792710589256,101.59735460911942,18038500
2019-02-20,41.254005432128906,41.563358567613,41.004607716730774,41.052568393634445,104457600,81.1050033569336,81.74649810791016,80.50599670410156,81.5,66752000,101.42542266845703,102.17321712132484,100.61136831327374,102.09748945531064,21607700
2019-02-21,41.021385192871094,41.335531780148976,40.839133188578245,41.198843691720455,68998800,80.97200012207031,81.1780014038086,80.04550170898438,80.99250030517578,69668000,103.56468200683594,103.63094190896915,101.16038278090728,101.18877885013755,29063200
2019-02-22,41.47941589355469,41.48660981061529,41.098123652685466,41.14608431947759,75652800,81.5780029296875,81.74700164794922,81.05850219726562,81.17500305175781,61924000,105.04133605957031,105.25904407293375,103.95277432738996,104.17048956254114,27763200
2019-02-25,41.78157424926758,42.174857598562404,41.71442857932684,41.76478966136468,87493600,81.6500015258789,82.7300033569336,81.51950073242188,82.07250213623047,63690000,105.62821197509766,106.18669451087835,105.31584797628572,105.78913507836278,23750600
2019-02-26,41.805545806884766,42.03815883986194,41.52736886818741,41.65686666961988,68280800,81.81999969482422,81.99949645996094,80.80650329589844,81.29900360107422,53316000,106.35706329345703,107.19004587686243,105.23063783695562,105.31583325875351,21536700
2019-02-27,41.935054779052734,41.96623086434188,41.42186787370681,41.536977884390616,111341600,82.05449676513672,82.09049987792969,80.75499725341797,81.40899658203125,62976000,106.17723846435547,106.35708989396515,104.95615673962469,105.722886840421,21487100
2019-02-28,41.52259063720703,41.94465340123591,41.46743603842246,41.80316811518774,112861600,81.99150085449219,82.5885009765625,81.69149780273438,81.76249694824219,60518000,106.04469299316406,106.84927951655057,105.7607251023267,106.05416075606144,29083900
2019-03-01,41.95903396606445,42.00219747263163,41.460234932688365,41.79356653922759,103544800,83.58650207519531,83.71299743652344,82.55000305175781,82.75650024414062,99498000,106.51799011230469,106.9818094331457,105.7039357489907,106.85875739098438,23501200
2019-03-04,42.17006301879883,42.62569486167129,41.71922468139676,42.131693020048765,109744800,84.80850219726562,85.47149658203125,83.71800231933594,84.25,123348000,106.26243591308594,107.19954247420321,104.88043826303539,106.98182720152496,26608000
2019-03-05,42.09331512451172,42.20602468771771,41.85590491834434,42.191636855676734,78949600,84.62149810791016,85.38999938964844,84.45050048828125,85.14749908447266,73630000,105.73233795166016,106.3854764773133,105.28745413259989,106.25295666367182,19538300
2019-03-06,41.85112380981445,42.08373692114546,41.71203529361494,41.88709340057084,83241600,83.44750213623047,84.88749694824219,83.41400146484375,84.79850006103516,79920000,105.77965545654297,106.64104135222192,105.47675203404002,105.8932469481518,17687000
2019-03-07,41.36670684814453,41.83193300627982,41.25160051452441,41.69524126203488,99185600,81.29750061035156,83.48750305175781,81.02549743652344,83.36849975585938,99140000,104.4923324584961,105.59036207154428,104.00011701864628,105.44837448754136,25339000
2019-03-08,41.465030670166016,41.503400669681305,40.647287893923576,40.84393139706603,95997600,81.04000091552734,81.13600158691406,79.32849884033203,80.20050048828125,93340000,104.60592651367188,104.7952384824201,102.98728534897182,103.3280526701496,22818400
2019-03-11,42.901458740234375,42.95421655809242,42.05014705759391,42.08371988176145,128044000,83.53099822998047,83.614501953125,81.30049896240234,81.30599975585938,77528000,106.80198669433594,106.91557099550819,105.05082557396767,105.06028611787254,26491600
2019-03-12,43.383487701416016,43.80554672798309,43.01418285140076,43.16526244087652,129870400,83.65499877929688,84.2135009765625,83.04900360107422,83.44999694824219,72290000,107.54976654052734,107.89999438344867,106.6315883825552,106.79250426831841,26132700
2019-03-13,43.57533264160156,43.956624902691026,43.385883057854166,43.70482681472391,124130000,84.54049682617188,85.0,83.96749877929688,84.1500015258789,71040000,108.38274383544922,108.85603092643372,107.70120926894548,108.03250878827706,35513800
2019-03-14,44.05974197387695,44.14847305792575,43.779168204582994,44.100508727449785,94318000,84.31099700927734,85.0999984741211,84.21700286865234,84.55999755859375,58932000,108.46795654296875,109.04536750212174,108.22185239976122,108.42063215625478,30763400
2019-03-15,44.63288497924805,44.923053106805476,44.0621467140017,44.32833267396545,156171600,85.61799621582031,85.94000244140625,84.65650177001953,85.1500015258789,151018000,109.7174301147461,110.98583620491509,108.4679451111211,109.17787583311416,54681100
2019-03-18,45.08851623535156,45.17724366046179,44.55374395433213,44.55614436636084,104879200,87.10749816894531,87.5,85.63150024414062,85.63500213623047,108582000,111.28873443603516,111.32659827270162,109.84994475165168,109.96352903986265,31207600
2019-03-19,44.731204986572266,45.32113189005408,44.58492255199264,45.16765553731192,126585600,88.09249877929688,89.20800018310547,87.67549896240234,87.67549896240234,127284000,111.36446380615234,112.11225834268467,110.73972132431958,111.78095157225233,37588700
2019-03-20,45.1220817565918,45.441025475709885,44.299541921147444,44.65925238733361,124140800,89.8635025024414,89.9749984741211,88.35150146484375,88.49700164794922,125312000,111.24140930175781,112.40569887612497,110.47468642460677,111.1183572417795,28113300
2019-03-21,46.78394317626953,47.081305150842404,45.51776260577238,45.56812368195581,204136800,90.96299743652344,91.1875,89.36399841308594,89.81300354003906,115356000,113.7971420288086,114.36508505728419,110.83436040691872,110.8816920017031,29854400
2019-03-22,45.81512451171875,47.4074427212718,45.750375602198226,46.84389485152013,169630800,88.2385025024414,90.9489974975586,88.15550231933594,90.50849914550781,127260000,110.79652404785156,113.20081640044513,110.78705628280674,113.11562818040802,33624500
2019-03-25,45.26116943359375,46.03814168480282,44.747982657374365,45.925432114679325,175381200,88.71299743652344,89.13400268554688,87.375,87.8895034790039,102076000,111.37393951416016,111.70523908643243,110.10552615230326,110.33270197017724,27067100
2019-03-26,44.793548583984375,46.25397601659863,44.263577155260194,45.96141117952851,199202000,89.18800354003906,90.28849792480469,88.66799926757812,89.6500015258789,97318000,111.6105728149414,112.36782787868619,110.60719920334174,112.2826396630026,26097700
2019-03-27,45.19643020629883,45.505779657912726,44.736001158296965,45.26357588043463,119393600,88.28500366210938,89.375,87.28399658203125,89.20649719238281,86496000,110.5314712524414,111.89454047425757,109.34825344788942,111.58216924062664,22733400
2019-03-28,45.25638198852539,45.45781901104895,44.97101104370128,45.31153657963343,83121600,88.6709976196289,88.89649963378906,87.67350006103516,88.5,60860000,110.68292236328125,111.29819704246626,109.92566010862461,111.16567723116955,18334800
2019-03-29,45.55134201049805,45.5825180935471,45.21321323934413,45.52256633947718,94256000,89.0374984741211,89.64299774169922,88.83149719238281,89.3290023803711,66416000,111.63896179199219,111.99865738277757,110.71131591225696,111.7620138363111,25399800
2019-04-01,45.86069107055664,45.96620307472636,45.17484291804953,45.956612404952516,111448000,90.70950317382812,90.78350067138672,89.9365005493164,90.00550079345703,84776000,112.66128540039062,112.74648085436034,111.79043865864337,112.59502547920964,22789100
2019-04-02,46.52735900878906,46.63287468297338,45.81513186720967,45.824722537969734,91062800,90.6989974975586,91.0,90.25599670410156,90.5510025024414,68962000,112.82218933105469,113.09669673543108,112.18797908283892,112.6991300542513,18142300
2019-04-03,46.84630584716797,47.1220824743186,46.31872744175202,46.342709608967276,93087200,91.03500366210938,91.5,90.48100280761719,91.33599853515625,78522000,113.56051635742188,113.99593965512241,112.78432574468812,113.45639260995125,22860700
2019-04-04,46.92782974243164,47.090896736744334,46.31632119543061,46.71200125922669,76457200,90.94300079345703,91.4375,90.20999908447266,91.03250122070312,72478000,112.98309326171875,113.80661538766036,112.05544739956194,113.68355612388544,20112800
2019-04-05,47.24197769165039,47.26595985465198,46.985382452357776,47.11008311347028,74106400,91.86399841308594,91.92900085449219,91.2594985961914,91.44999694824219,72810000,113.48478698730469,113.80662598971213,112.99257155171432,113.0114998592496,15826200
2019-04-08,47.985382080078125,48.016554501792015,47.083705419783556,47.10289041884987,103526800,92.49299621582031,92.51000213623047,91.25550079345703,91.6614990234375,75056000,113.52265930175781,113.6078475247109,112.30157755357368,113.409067782698,15116200
2019-04-09,47.841495513916016,48.644850411023455,47.77674660068455,48.03813900626183,143072800,91.79199981689453,92.65450286865234,91.58899688720703,92.27449798583984,74288000,112.90736389160156,113.1534751936505,112.24476487276331,112.29208924737308,17612000
2019-04-10,48.11008071899414,48.13886004815311,47.524951034677144,47.64485453853999,86781200,92.36650085449219,92.4000015258789,91.44049835205078,92.05000305175781,59280000,113.76876831054688,113.92021644439158,113.15349356641606,113.36174106951776,16477200
2019-04-11,47.7096061706543,48.20121129630529,47.58730590705254,48.165241706764995,83603200,92.20349884033203,92.49749755859375,92.0155029296875,92.43499755859375,53096000,113.90127563476562,114.3934910429746,113.51317674489151,114.10005535087626,14209100
2019-04-12,47.69041442871094,47.9949703273733,47.0525306229857,47.76955117367821,111042800,92.15299987792969,92.57499694824219,92.06500244140625,92.41999816894531,62288000,114.4881591796875,114.51656247511,113.9391515719289,114.19472345642093,19745100
2019-04-15,47.776737213134766,47.92542000908763,47.48417244391723,47.62086416064047,70146400,92.24349975585938,92.34249877929688,90.94499969482422,92.0999984741211,74488000,114.58280944824219,115.08449261722161,114.1284506560452,114.47868570881764,15792600
2019-04-16,47.78153991699219,48.289929534636975,47.61607251826258,47.83190099193062,102785600,93.1520004272461,93.4885025024414,92.4000015258789,92.56749725341797,60892000,114.31775665283203,115.15074652484458,113.68355370703166,115.14127876126598,14071800
2019-04-17,48.712005615234375,48.77195737573787,47.62807676076493,47.851095553438704,115627200,93.24099731445312,93.82350158691406,93.02200317382812,93.64949798583984,57870000,115.26433563232422,115.34006330055203,114.1000534259203,114.76265246844383,19300900
2019-04-18,48.88705825805664,48.956600682422255,48.56571773593405,48.7095997495347,96783200,93.08450317382812,93.54100036621094,92.9739990234375,93.43949890136719,54998000,116.77887725830078,116.92085762984235,114.81946869134835,115.6619192641769,27991000
2019-04-22,49.0477294921875,49.14605124855561,48.52255153308903,48.64005829015077,77758000,94.3655014038086,94.4209976196289,92.28199768066406,92.7699966430664,67476000,117.14802551269531,117.37520129956155,116.02159989892895,116.06893149784561,15648700
2019-04-23,49.755157470703125,49.8199063880479,48.89664793476,49.023745357481296,93292000,96.1884994506836,96.46299743652344,94.47899627685547,94.55999755859375,92808000,118.73827362060547,118.87079343494906,117.21428853386601,117.46986039816056,24025500
2019-04-24,49.67841720581055,49.994960531624216,49.652038290395716,49.72637787224725,70162400,95.0875015258789,96.4844970703125,94.90799713134766,96.25,73516000,118.33124542236328,119.12636430176705,117.86741885425624,119.0695721594634,31257000
2019-04-25,49.22758102416992,49.82230136391564,49.18921102569227,49.59928260869767,74172800,95.11250305175781,96.12249755859375,95.0155029296875,95.8499984741211,121982000,122.25007629394531,124.35147258840536,121.94718000079031,123.1114624525061,38033900
2019-04-26,48.9925651550293,49.16042930374587,48.46978405283882,49.136447142858934,74596400,97.53150177001953,97.55000305175781,94.9000015258789,96.44999694824219,168652000,122.95053100585938,123.54687741622246,122.1270160152262,122.77067958409418,23654900
2019-04-29,49.06690979003906,49.39304745224257,48.88705454233487,49.01654871064956,88818800,96.92150115966797,97.81700134277344,96.70449829101562,97.44999694824219,80426000,122.83695983886719,123.2250443528148,122.43940033734468,122.96000468513313,16324200
2019-04-30,48.12207794189453,48.776750131959886,47.747979547571475,48.69521661712845,186139600,96.32599639892578,96.7854995727539,95.34750366210938,96.50499725341797,70120000,123.62261199951172,123.71726076538802,122.47725071685876,122.87481019812616,24166500
2019-05-01,50.48417282104492,51.63284679007926,50.17481972869853,50.330696480855615,259309200,95.57599639892578,97.18199920654297,95.52749633789062,96.65450286865234,62340000,121.04790496826172,123.66991230024377,120.87752132497779,123.55632801924645,26821700
2019-05-02,50.155643463134766,50.99496814515151,49.91104290468884,50.3211109144845,127985200,95.04100036621094,96.07749938964844,94.09349822998047,95.66649627685547,79258000,119.46712493896484,121.16149356718296,118.81398645173216,121.14256526139971,27350200
2019-05-03,50.779136657714844,50.800718411388715,50.414628961508924,50.572902473446796,83569600,98.12300109863281,98.22000122070312,96.80000305175781,97.44999694824219,127632000,122.013427734375,122.51511098355326,120.45158583690733,120.55570959297705,24911100
2019-05-06,49.99496078491211,50.08129144860126,48.800722986515716,48.990168900607976,129772400,97.52749633789062,97.94999694824219,95.5250015258789,95.89900207519531,108356000,121.3034896850586,121.69158861105383,119.372484485465,119.63752413161357,24239800
2019-05-07,48.64725875854492,49.74077833117536,48.160450735283256,49.37147708079815,155054800,96.05000305175781,97.45500183105469,95.16899871826172,96.99949645996094,118042000,118.8139877319336,120.38530433502183,117.58344563270568,119.70376977087695,36017700
2019-05-08,48.656829833984375,49.241959391191656,48.38105329867354,48.41702287835278,105358000,95.88849639892578,96.76850128173828,95.5,95.94349670410156,81572000,118.80453491210938,119.61858933644162,118.08513646744146,118.7382750041655,28419000
2019-05-09,48.134056091308594,48.36426873710815,47.160440362794084,48.057316103266054,139634400,94.99349975585938,95.47000122070312,93.80000305175781,95.0,106166000,118.79507446289062,119.06958187607292,116.96818577789654,117.6497204283093,27235800
2019-05-10,47.46723937988281,47.86926255711373,46.40562064076911,47.525016023658424,164834800,94.4990005493164,95.18949890136719,92.80000305175781,94.9000015258789,114360000,120.33796691894531,121.09522911400053,117.2048088499347,118.23657841015273,30915100
2019-05-13,44.70847702026367,45.613622545249015,44.01758153296199,45.18753212621101,229722400,91.13400268554688,92.3270034790039,90.9000015258789,91.8280029296875,115668000,116.75992584228516,118.84239341030415,116.46649015196944,117.47932425463993,33944900
2019-05-14,45.416221618652344,45.66657974781634,44.63384741428745,44.87457793870742,146118800,92.00599670410156,92.62200164794922,90.7874984741211,91.9749984741211,92582000,118.06620788574219,119.1547624820338,117.09123035428006,117.25215346330246,25266300
2019-05-15,45.96027374267578,46.160080529434914,44.78069557915318,44.840878213481,106178800,93.55750274658203,93.72149658203125,91.1500015258789,91.39749908447266,93852000,119.72882080078125,120.38437690981067,117.52464023326209,118.05668881750434,24722700
2019-05-16,45.758052825927734,46.33339856073402,45.4595456904371,45.71712908266186,132125600,95.37850189208984,95.87550354003906,94.114501953125,94.2969970703125,94156000,122.49353790283203,122.92108455970138,120.14685155532288,120.42237501887674,30112200
2019-05-17,45.49806594848633,45.955452443745415,44.95882828894691,44.99975203445906,131516400,93.44999694824219,95.52649688720703,93.36650085449219,94.65249633789062,94732000,121.67652130126953,123.94720760574035,121.53400087390042,121.9045307897917,25770500
2019-05-20,44.07534408569336,44.378666850902036,43.39889200337199,44.17886010543694,154449200,92.94850158691406,93.38899993896484,91.7770004272461,92.6344985961914,75964000,119.91888427734375,121.22048691028355,119.48184912883265,120.20390341844809,23706900
2019-05-21,44.92030334472656,45.25732450471494,44.46291328673646,44.58809414898435,113459200,92.8759994506836,93.94999694824219,92.30000305175781,93.739501953125,80102000,120.56490325927734,121.16344980772996,120.26087858011599,121.06844345458957,15293300
2019-05-22,44.0007209777832,44.70606326059715,43.9453539906888,44.4532954981791,118994400,92.98400115966797,93.57450103759766,92.55000305175781,92.58899688720703,58732000,121.29647827148438,121.83802978717559,120.20388692585472,120.29890054170866,15396500
2019-05-23,43.2496452331543,43.46148558867076,42.80429231082718,43.28334735834484,146118800,90.77400207519531,92.19999694824219,90.20999908447266,91.82949829101562,88486000,119.88084411621094,119.98535327764975,118.51272945629914,119.89984248714526,23603800
2019-05-24,43.08353805541992,43.84665330275651,42.99928091077226,43.379635543121694,94858800,91.16400146484375,92.08799743652344,90.89250183105469,91.79450225830078,67394000,119.9378662109375,121.0589587420366,119.6813482942591,120.57442409403059,14123400
2019-05-28,42.9053955078125,43.47351962840443,42.828363658764985,43.07150013868029,111792800,91.82150268554688,92.4635009765625,91.36750030517578,91.63749694824219,64000000,119.86186218261719,121.61000248910804,119.75735300684643,120.6409259711222,23128400
2019-05-29,42.700775146484375,43.17501450181148,42.36856589752783,42.46967226171988,113924800,90.95950317382812,91.5,90.37650299072266,91.15599822998047,85580000,118.7027587890625,119.13029102981187,117.84768705904317,119.12078821933372,22763100
2019-05-30,42.92224884033203,43.14612644193802,42.5298569502953,42.83799169611666,84873600,90.81600189208984,91.47350311279297,90.3915023803711,91.27449798583984,62938000,119.45331573486328,119.48181691643755,118.55073724339657,119.00677789414567,16829600
2019-05-31,42.144683837890625,42.847616347680926,42.12542496009777,42.42392838274872,108174400,88.75350189208984,89.77950286865234,88.63500213623047,89.50050354003906,92376000,117.50566101074219,118.39873675424646,117.16363231103931,118.02820687098846,26646800
2019-06-03,41.718597412109375,42.83077117405843,40.98918427300564,42.27227831039678,161584400,84.6344985961914,88.31449890136719,83.5999984741211,88.00050354003906,181974000,113.85736083984375,118.16122090361536,113.06880149237054,117.66717621155017,37983600
2019-06-04,43.24483871459961,43.29057810984516,42.01229939254109,42.233771072394916,123872000,86.47799682617188,86.54100036621094,84.04450225830078,84.96199798583984,113582000,117.01162719726562,117.12563193500789,114.62692903636992,115.22547565507973,29382600
